,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,flug,fldg,fnetg
pressure,level,,,,,,
0.0,1,-1.2673794421209998,0.0,-1.2673794421209998,-1.2354313000000001,8.3794535e-09,-1.2354313000000001
0.0006244,2,-1.267395181629,1.5669028257276e-05,-1.267379512912,-1.2354542,3.0134853e-05,-1.235424
0.0008759,3,-1.2674032649,1.9105052840203002e-05,-1.267384159863,-1.2354656000000002,3.7656329e-05,-1.235428
0.0012286,4,-1.267414141347,2.5266925097773005e-05,-1.267388874535,-1.2354806999999999,4.8737321e-05,-1.2354319
0.0017234,5,-1.2674286692599999,3.444920435498e-05,-1.267394219916,-1.2355003,6.3803282e-05,-1.2354365
0.0024174,6,-1.2674479694599998,4.764456345776001e-05,-1.267400324946,-1.2355258999999998,8.3068775e-05,-1.2354428
0.0033909,7,-1.2674734640799998,6.646254520134001e-05,-1.2674070019349999,-1.235559,0.00010688007,-1.2354521
0.0047565,8,-1.26750692344,9.324612964119e-05,-1.2674136782419998,-1.235602,0.00013656368999999998,-1.2354653999999998
0.006672,9,-1.2675504952799999,0.0001312687062629,-1.267419228685,-1.2356573999999998,0.00017560947,-1.2354818
0.0093589,10,-1.26760673682,0.00018499726284179998,-1.267421741568,-1.2357280000000002,0.00022926397,-1.2354988000000002
0.0131278,11,-1.26767850615,0.0002603446859437,-1.2674181656369998,-1.2358168,0.00030602589,-1.2355108
0.0184145,12,-1.2677686444499998,0.00036500622896690004,-1.267403645592,-1.2359266000000002,0.00041910977999999995,-1.2355075
0.0258302,13,-1.2678788639499998,0.0005090551190100001,-1.2673697209719998,-1.2360591,0.0005884761599999999,-1.2354706
0.0362323,14,-1.2680016100499998,0.000705670532363,-1.267295860497,-1.236207,0.00084285504,-1.2353642
0.0508234,15,-1.2681254841099998,0.000959672707383,-1.267165747424,-1.2363614,0.0012078873,-1.2351536
0.0712906,16,-1.2682560990299998,0.001265751759789,-1.2669903078009999,-1.2365296000000001,0.0016967158,-1.2348329
0.1,17,-1.2684009861499999,0.001640462940053,-1.2667605224799998,-1.2367194,0.0023210125,-1.2343984
0.140271,18,-1.2685524677199997,0.00212137692363,-1.2664311517709999,-1.2369253999999998,0.0030797653999999996,-1.2338456
0.19676,19,-1.2686904281599998,0.0027531677714700002,-1.2659373192949999,-1.2371322,0.003943370999999999,-1.2331888
0.275997,20,-1.2687668402499996,0.00359931172292,-1.265167545367,-1.2373073,0.0048738435,-1.2324335
0.3871,21,-1.2686444571199997,0.004750412334789999,-1.263894113881,-1.2373223999999998,0.005884498,-1.2314379
0.5431,22,-1.2677422225699997,0.006295065636699998,-1.261447127387,-1.2365133999999998,0.0070421799,-1.2294713
0.7617,23,-1.2659393118999998,0.007589664256799999,-1.2583496410400001,-1.234696,0.007723464100000001,-1.2269725
1.0685,24,-1.26405584553,0.0079560615402,-1.2560998052299999,-1.2327864,0.0076628178,-1.2251236
1.4988,25,-1.26238940354,0.0078221142,-1.25456730651,-1.2310794,0.0077266349,-1.2233528
2.1024,26,-1.2609184525000001,0.0075235937392,-1.253394951523,-1.2295226000000001,0.008134909000000001,-1.2213877
2.949,27,-1.25964415823,0.0071327401451,-1.2525113801630001,-1.2281081,0.008659302800000001,-1.2194488
4.1366,28,-1.2586468135129998,0.0066743182312,-1.2519725350389999,-1.2269172,0.008938319,-1.2179788999999999
5.8025,29,-1.2579332216740002,0.0062802031982999995,-1.2516529953509998,-1.2259965,0.0086606696,-1.2173358
8.1392,30,-1.257358003818,0.0060914841326,-1.251266486466,-1.2251954,0.007968050400000001,-1.2172273
11.417,31,-1.2568540437609999,0.006046025583799999,-1.2508079575489,-1.2244384,0.007485314599999999,-1.2169531
