,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-27.975271000000003,0.0,-27.975271000000003,11,-22.76485,4.4685574e-08,-22.76485
0.0006244,2,-27.975295000000003,9.099400100000001e-05,-27.975203999999998,11,-22.764873,6.8938815e-05,-22.764804
0.0008759,3,-27.975305,0.00012712662,-27.975178000000003,11,-22.764882,9.681852699999999e-05,-22.764785
0.0012286,4,-27.975317999999998,0.00017816168000000002,-27.975140000000003,11,-22.764894,0.00013657383999999997,-22.764758
0.0017234,5,-27.975336,0.0002500134,-27.975085999999997,11,-22.764910999999998,0.00019326976000000004,-22.764718
0.0024174,6,-27.975361,0.00035059474,-27.975009999999997,11,-22.764935,0.00027393244,-22.764661
0.0033909,7,-27.975395000000002,0.00049038894,-27.974904,11,-22.764968,0.00038838544,-22.76458
0.0047565,8,-27.975440999999996,0.0006829138799999999,-27.974758,11,-22.765013,0.00055011443,-22.764463
0.006672,9,-27.975505,0.00094505829,-27.974559999999997,11,-22.765076,0.00077737205,-22.764298999999998
0.0093589,10,-27.975594,0.0012970336,-27.974296999999996,11,-22.765163,0.0010941621000000001,-22.764069
0.0131278,11,-27.975717,0.0017615961999999999,-27.973955,11,-22.765285000000002,0.0015310887,-22.763754000000002
0.0184145,12,-27.975890000000003,0.0023624101999999998,-27.973528,11,-22.765457,0.0021247813,-22.763332000000002
0.0258302,13,-27.976138,0.0031212935,-27.973017,11,-22.765705,0.0029143190000000003,-22.76279
0.0362323,14,-27.976503000000005,0.0040550894,-27.972447999999996,11,-22.766070000000003,0.0039343663000000004,-22.762135999999998
0.0508234,15,-27.977068,0.0051756705,-27.971892999999998,11,-22.766627,0.0052039172,-22.761423999999998
0.0712906,16,-27.977957,0.0065833735,-27.971373999999997,11,-22.767481,0.0067937387,-22.760687
0.1,17,-27.979253999999997,0.0086479399,-27.970606,11,-22.768695,0.0089784889,-22.759717000000002
0.140271,18,-27.980984999999997,0.01185238,-27.969132000000002,11,-22.770283,0.012088854,-22.758194
0.19676,19,-27.983224,0.016567721,-27.966656,11,-22.772291,0.01629064,-22.756
