,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-6.497105,0.0,-6.497105,11,-3.2323535,8.5512664e-09,-3.2323535
0.0006244,2,-6.4971106,1.9280271e-05,-6.4970914,11,-3.2323609,3.9494454e-05,-3.2323214
0.0008759,3,-6.4971133000000005,2.2416104999999997e-05,-6.497090900000001,11,-3.2323645,4.4322767999999994e-05,-3.2323202
0.0012286,4,-6.4971167,2.6574595e-05,-6.497090200000001,11,-3.2323692000000004,4.9281181999999996e-05,-3.2323199000000002
0.0017234,5,-6.4971213,3.1780564e-05,-6.4970894999999995,11,-3.2323752999999997,5.4551450000000004e-05,-3.2323207000000003
0.0024174,6,-6.4971273,3.824222e-05,-6.497089,11,-3.2323831000000003,6.0774444999999995e-05,-3.2323223
0.0033909,7,-6.497135299999999,4.6234033e-05,-6.497089099999999,11,-3.2323936,6.8554572e-05,-3.232325
0.0047565,8,-6.497146099999999,5.6044611000000006e-05,-6.49709,11,-3.2324074,7.8970576e-05,-3.2323285
0.006672,9,-6.4971607,6.7939775e-05,-6.4970927000000005,11,-3.232426,9.301899299999999e-05,-3.232333
0.0093589,10,-6.4971807,8.2178248e-05,-6.497098599999999,11,-3.2324514,0.00011212005,-3.2323392
0.0131278,11,-6.4972087,9.902609599999999e-05,-6.4971096,11,-3.2324864,0.00013832278999999998,-3.2323481
0.0184145,12,-6.4972481,0.00011881996000000001,-6.4971293,11,-3.2325362999999996,0.00017374871,-3.2323625
0.0258302,13,-6.4973051,0.00014205742000000001,-6.497163099999999,11,-3.2326087,0.00022124356,-3.2323874
0.0362323,14,-6.497391099999999,0.00016950460999999998,-6.4972216,11,-3.2327192000000005,0.00028274381000000003,-3.2324363999999997
0.0508234,15,-6.497535900000001,0.00020388762,-6.497332,11,-3.2329029,0.00036194182999999995,-3.2325409
0.0712906,16,-6.497785400000001,0.00027121093999999996,-6.4975142,11,-3.233206,0.00049025022,-3.2327158
0.1,17,-6.498188,0.00042770792,-6.4977602999999995,11,-3.2336682999999997,0.0007461415200000001,-3.2329221
