,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-60.933315,0.0,-60.933315,11,-41.095221,1.1897373e-07,-41.095221
0.0006244,2,-60.933316000000005,6.3267069e-08,-60.933315,11,-41.095221,1.6830139000000003e-07,-41.095221
0.0008759,3,-60.933316000000005,8.9196013e-08,-60.933316000000005,11,-41.095221,1.8936773000000003e-07,-41.095221
0.0012286,4,-60.933316000000005,1.2693628999999999e-07,-60.933316000000005,11,-41.095221,2.2048857e-07,-41.095221
0.0017234,5,-60.933316000000005,1.8200566000000003e-07,-60.933316000000005,11,-41.095221,2.6517526e-07,-41.095221
0.0024174,6,-60.933316000000005,2.6232952e-07,-60.933316000000005,11,-41.095221,3.2932490000000003e-07,-41.095221
0.0033909,7,-60.933316000000005,3.7948714e-07,-60.933316000000005,11,-41.095221,4.2186295e-07,-41.095221
0.0047565,8,-60.933317,5.503524799999999e-07,-60.933316000000005,11,-41.095221,5.5550509e-07,-41.095221
0.006672,9,-60.933317,7.994991400000001e-07,-60.933316000000005,11,-41.095222,7.4896805e-07,-41.095221
0.0093589,10,-60.93331800000001,1.1627583e-06,-60.933317,11,-41.095222,1.0290671999999998e-06,-41.095221
0.0131278,11,-60.933319,1.6923226e-06,-60.933317,11,-41.095223,1.4361355000000001e-06,-41.095221
0.0184145,12,-60.933319999999995,2.4642411e-06,-60.93331800000001,11,-41.095224,2.0303859e-06,-41.095222
0.0258302,13,-60.933322,3.589291e-06,-60.933319,11,-41.095225,2.8962098e-06,-41.095222
0.0362323,14,-60.933325,5.2288706e-06,-60.933319999999995,11,-41.095226000000004,4.1564641e-06,-41.095222
0.0508234,15,-60.933330000000005,7.6239520000000006e-06,-60.933322,11,-41.095228999999996,5.9909044e-06,-41.095223
0.0712906,16,-60.933336,1.1406367e-05,-60.933325,11,-41.095232,8.8759676e-06,-41.095223
0.1,17,-60.93334599999999,1.8640974000000002e-05,-60.933327,11,-41.095238,1.4360070000000001e-05,-41.095223
0.140271,18,-60.933362,3.4157249e-05,-60.933327,11,-41.095245,2.5988976e-05,-41.095219
