,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-6.497105,0.0,-6.497105,11,-6.4054779,8.5512664e-09,-6.4054778
0.0006244,2,-6.4971106,1.9280271e-05,-6.4970914,11,-6.4054852,3.9494454e-05,-6.4054457000000005
0.0008759,3,-6.4971133000000005,2.2416104999999997e-05,-6.497090900000001,11,-6.4054889,4.4322767999999994e-05,-6.4054445
0.0012286,4,-6.4971167,2.6574595e-05,-6.497090200000001,11,-6.4054934999999995,4.9281181999999996e-05,-6.405444200000001
0.0017234,5,-6.4971213,3.1780564e-05,-6.4970894999999995,11,-6.4054996,5.4551450000000004e-05,-6.4054451
0.0024174,6,-6.4971273,3.824222e-05,-6.497089,11,-6.4055075,6.0774444999999995e-05,-6.405446700000001
0.0033909,7,-6.497135299999999,4.6234033e-05,-6.497089099999999,11,-6.405518,6.8554572e-05,-6.4054494
0.0047565,8,-6.497146099999999,5.6044611000000006e-05,-6.49709,11,-6.4055318,7.8970576e-05,-6.4054528
0.006672,9,-6.4971607,6.7939775e-05,-6.4970927000000005,11,-6.4055504,9.301899299999999e-05,-6.4054574
0.0093589,10,-6.4971807,8.2178248e-05,-6.497098599999999,11,-6.4055758,0.00011212005,-6.4054636
0.0131278,11,-6.4972087,9.902609599999999e-05,-6.4971096,11,-6.4056108,0.00013832278999999998,-6.4054725
0.0184145,12,-6.4972481,0.00011881996000000001,-6.4971293,11,-6.4056607,0.00017374871,-6.405487
0.0258302,13,-6.4973051,0.00014205742000000001,-6.497163099999999,11,-6.4057332,0.00022124356,-6.4055119000000005
0.0362323,14,-6.497391099999999,0.00016950460999999998,-6.4972216,11,-6.4058437,0.00028274381000000003,-6.405561
0.0508234,15,-6.497535900000001,0.00020388762,-6.497332,11,-6.4060275,0.00036194182999999995,-6.4056656
0.0712906,16,-6.497785400000001,0.00027121093999999996,-6.4975142,11,-6.4063308,0.00049025022,-6.4058405
0.1,17,-6.498188,0.00042770792,-6.4977602999999995,11,-6.4067932999999995,0.0007461415200000001,-6.406047099999999
0.140271,18,-6.4988098,0.0007432752499999999,-6.4980665,11,-6.4074651,0.001229517,-6.4062356
