,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-16.24085,0.0,-16.24085,11,-16.056381,1.0205865e-06,-16.056379999999997
0.0006244,2,-16.241314000000003,0.0090203942,-16.232294,11,-16.056911,0.006051585999999999,-16.05086
0.0008759,3,-16.241538000000002,0.010731908,-16.230806,11,-16.057134,0.0079671708,-16.049166
0.0012286,4,-16.241815,0.012674795,-16.22914,11,-16.057418,0.010307876,-16.047110999999997
0.0017234,5,-16.242158,0.014864627,-16.227294,11,-16.057783999999998,0.013029763,-16.044754
0.0024174,6,-16.242588,0.01734116,-16.225246,11,-16.058254,0.016023701,-16.04223
0.0033909,7,-16.243128,0.02017103,-16.222956,11,-16.058861,0.019164992,-16.039697
0.0047565,8,-16.243814,0.023448371000000003,-16.220366000000002,11,-16.059651000000002,0.022433263,-16.037218
0.006672,9,-16.244699,0.027295776,-16.217403,11,-16.060685999999997,0.026025844,-16.034661
0.0093589,10,-16.245857,0.031863253,-16.213994,11,-16.062059,0.030353261,-16.031705
0.0131278,11,-16.247401,0.03732186,-16.210079,11,-16.063902,0.035894473999999996,-16.028007000000002
0.0184145,12,-16.249509,0.043857192,-16.205652,11,-16.066441,0.043051427,-16.023389
0.0258302,13,-16.252485999999998,0.051668939000000004,-16.200817,11,-16.070025,0.05209246,-16.017932000000002
0.0362323,14,-16.256957,0.06098415,-16.195973000000002,11,-16.075353,0.06309798400000001,-16.012255
0.0508234,15,-16.264792,0.07226591,-16.192526,11,-16.084273,0.07612114099999999,-16.008151
0.0712906,16,-16.277615,0.088347884,-16.189267,11,-16.098334,0.093268837,-16.005065
0.1,17,-16.295212,0.11399254,-16.18122,11,-16.117358,0.11877617,-15.998582
0.140271,18,-16.317669,0.15292735,-16.164742,11,-16.141391,0.15633411,-15.985057000000001
0.19676,19,-16.345819,0.20988223,-16.135937,11,-16.171143,0.21129106,-15.959852
0.275997,20,-16.379975,0.29300697,-16.086968,11,-16.20659,0.29415451,-15.912435999999998
0.3871,21,-16.418483,0.41469516,-16.003788,11,-16.245386,0.42061699,-15.824769
