,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-17.844520000000003,0.0,-17.844520000000003,11,-17.718495,1.014222e-06,-17.718494
0.0006244,2,-17.844949,0.008958979399999999,-17.83599,11,-17.718994,0.006006295500000001,-17.712988
0.0008759,3,-17.845156,0.010652181,-17.834504000000003,11,-17.719204,0.0079053386,-17.711299
0.0012286,4,-17.845416,0.012565928,-17.83285,11,-17.719475,0.010219605,-17.709256
0.0017234,5,-17.845739000000002,0.014719693,-17.831020000000002,11,-17.719824,0.012906656,-17.706917999999998
0.0024174,6,-17.846144,0.017151299,-17.828993,11,-17.720275,0.015855348000000002,-17.704419
0.0033909,7,-17.846655,0.019925375,-17.826729999999998,11,-17.720858,0.018943144,-17.701915
0.0047565,8,-17.847307,0.023133462,-17.824173000000002,11,-17.72162,0.022144785,-17.699475
0.006672,9,-17.848149,0.026894563,-17.821254999999997,11,-17.722621,0.025656741,-17.696964
0.0093589,10,-17.849255,0.031354408,-17.8179,11,-17.723953,0.029879982000000003,-17.694073
0.0131278,11,-17.850732,0.036678742,-17.814053,11,-17.725744,0.035286405,-17.690458
0.0184145,12,-17.852752,0.043046970999999996,-17.809704999999997,11,-17.728207,0.042269018,-17.685938
0.0258302,13,-17.855596,0.05065208,-17.804944,11,-17.731679999999997,0.051082213,-17.680598
0.0362323,14,-17.859787,0.05971192,-17.800075,11,-17.736754,0.061813942000000004,-17.67494
0.0508234,15,-17.866817,0.07054603599999999,-17.796271,11,-17.744970000000002,0.074377166,-17.670593
0.0712906,16,-17.879098000000003,0.084975574,-17.794122,11,-17.758667000000003,0.08991024199999999,-17.668757
0.1,17,-17.897425,0.10800023,-17.789425,11,-17.778638,0.11284434,-17.665793
0.140271,18,-17.921451,0.14490217,-17.776548000000002,11,-17.804560000000002,0.1484782,-17.656082
0.19676,19,-17.95233,0.20017491,-17.752155,11,-17.837484,0.20186272,-17.635621
0.275997,20,-17.991162,0.28201334,-17.709149,11,-17.878197,0.2831871,-17.595010000000002
0.3871,21,-18.037835,0.40319739,-17.634636999999998,11,-17.925955,0.40856101,-17.517394
