,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-25.564214,0.0,-25.564214,11,-25.010752,2.2335138e-09,-25.010752
0.0006244,2,-25.564235,6.770850900000001e-05,-25.564167,11,-25.010773999999998,4.8237128e-05,-25.010726000000002
0.0008759,3,-25.564244,9.462804200000001e-05,-25.564149,11,-25.010783,6.7820623e-05,-25.010715
0.0012286,4,-25.564255,0.00013276917,-25.564122,11,-25.010795,9.5902565e-05,-25.010699
0.0017234,5,-25.564270999999998,0.00018660227999999998,-25.564084,11,-25.010811999999998,0.00013613712,-25.010676
0.0024174,6,-25.564293,0.00026209731,-25.564031,11,-25.010835999999998,0.00019366824,-25.010642
0.0033909,7,-25.564322,0.00036718339999999996,-25.563955,11,-25.010868,0.00027570269,-25.010592000000003
0.0047565,8,-25.564363,0.0005120581099999999,-25.563851,11,-25.010913000000002,0.00039226699,-25.01052
0.006672,9,-25.564419,0.0007093884299999999,-25.56371,11,-25.010973999999997,0.00055700933,-25.010417
0.0093589,10,-25.564496,0.0009742177499999999,-25.563522,11,-25.01106,0.00078811985,-25.010272
0.0131278,11,-25.564604,0.0013232642,-25.56328,11,-25.011181,0.0011091805,-25.010071
0.0184145,12,-25.564754999999998,0.0017735129000000002,-25.562982,11,-25.011352,0.0015490489000000002,-25.009803
0.0258302,13,-25.564974,0.0023400253,-25.562634,11,-25.011599,0.0021397914,-25.00946
0.0362323,14,-25.5653,0.0030335585999999998,-25.562266,11,-25.011967000000002,0.0029114003000000003,-25.009056
0.0508234,15,-25.565813000000002,0.0038675308000000004,-25.561946,11,-25.012531,0.0038904214,-25.008641
0.0712906,16,-25.5666,0.0049809898,-25.561619,11,-25.013369,0.0052032611,-25.008166
0.1,17,-25.567693,0.0066866281000000005,-25.561006,11,-25.014511,0.0071272895,-25.007384
0.140271,18,-25.569123,0.0092619759,-25.559860999999998,11,-25.015979,0.0098718347,-25.006107999999998
0.19676,19,-25.570934,0.012950178,-25.557983,11,-25.017805,0.013497627,-25.004307999999998
0.275997,20,-25.57312,0.018147841,-25.554972,11,-25.019970999999998,0.018186175,-25.001784
