,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-15.670442000000001,0.0,-15.670442000000001,11,-12.34106,2.3026407e-09,-12.34106
0.0006244,2,-15.670496,7.0641506e-05,-15.670425,11,-12.341109,5.0336471e-05,-12.341059
0.0008759,3,-15.670517000000002,9.997523699999999e-05,-15.670417,11,-12.341128999999999,7.1664211e-05,-12.341058
0.0012286,4,-15.670547000000001,0.0001453332,-15.670401000000002,11,-12.341157,0.00010494579,-12.341052000000001
0.0017234,5,-15.670585999999998,0.00021514749,-15.670371,11,-12.341194,0.00015676974,-12.341038000000001
0.0024174,6,-15.670639999999999,0.00032171651,-15.670318,11,-12.341244999999999,0.00023711697,-12.341007000000001
0.0033909,7,-15.67071,0.00048283941,-15.670226999999999,11,-12.341311,0.00036106623999999996,-12.34095
0.0047565,8,-15.670801999999998,0.0007234816499999999,-15.670079000000001,11,-12.3414,0.00055215535,-12.340847
0.006672,9,-15.670921,0.0010774972,-15.669844,11,-12.341514,0.0008452622,-12.340669
0.0093589,10,-15.671071,0.0015890522,-15.669482,11,-12.341660000000001,0.0012897359,-12.34037
0.0131278,11,-15.671257,0.0023125135,-15.668944,11,-12.341841,0.0019534616,-12.339887
0.0184145,12,-15.671479000000001,0.0033104014000000003,-15.668169,11,-12.342057,0.0029246419,-12.339133
0.0258302,13,-15.671733999999999,0.004648793,-15.667085,11,-12.342303999999999,0.0043073216,-12.337997
0.0362323,14,-15.672001999999999,0.0063908293,-15.665610999999998,11,-12.342561,0.0062028465,-12.336358
0.0508234,15,-15.672257,0.0085574598,-15.6637,11,-12.342805,0.0086404914,-12.334164999999999
0.0712906,16,-15.672502,0.011109003999999999,-15.661392999999999,11,-12.343034,0.011506131999999999,-12.331528
0.1,17,-15.672732,0.014038854,-15.658693,11,-12.343239,0.014606474,-12.328632
0.140271,18,-15.672901999999999,0.017415632,-15.655486999999999,11,-12.343372,0.017799606000000003,-12.325572
0.19676,19,-15.672927,0.021367003,-15.65156,11,-12.343347,0.02115206,-12.322194999999999
0.275997,20,-15.672642999999999,0.026132705,-15.646510000000001,11,-12.343010000000001,0.025081556,-12.317928
