,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-14.900414999999999,0.0,-14.900414999999999,11,-10.622409,-5.5533803e-08,-10.622409
0.0006244,2,-14.900416,5.9798178e-08,-14.900414999999999,11,-10.622409,-9.6025632e-09,-10.622409
0.0008759,3,-14.900416,8.6316328e-08,-14.900414999999999,11,-10.622409,8.2652777e-09,-10.622409
0.0012286,4,-14.900416,1.3141620999999998e-07,-14.900414999999999,11,-10.622409,3.7068051e-08,-10.622409
0.0017234,5,-14.900416,2.0815635999999998e-07,-14.900414999999999,11,-10.622409,8.798172300000001e-08,-10.622409
0.0024174,6,-14.900416,3.3838861999999997e-07,-14.900414999999999,11,-10.622409,1.7533725e-07,-10.622409
0.0033909,7,-14.900416,5.588942e-07,-14.900414999999999,11,-10.622409,3.2226265000000006e-07,-10.622408
0.0047565,8,-14.900416,9.3132536e-07,-14.900414999999999,11,-10.622409,5.7703631e-07,-10.622408
0.006672,9,-14.900416,1.5586801e-06,-14.900414999999999,11,-10.622409,1.0214010000000001e-06,-10.622408
0.0093589,10,-14.900417000000001,2.6130377000000006e-06,-14.900414000000001,11,-10.622409,1.7824868e-06,-10.622407
0.0131278,11,-14.900417000000001,4.3810186e-06,-14.900412,11,-10.622409,3.0665048999999998e-06,-10.622406
0.0184145,12,-14.900417000000001,7.3390668e-06,-14.90041,11,-10.622409,5.2142355999999995e-06,-10.622403
0.0258302,13,-14.900417000000001,1.2277298000000001e-05,-14.900405,11,-10.622408,8.791016300000001e-06,-10.622399
0.0362323,14,-14.900416,2.0488895000000003e-05,-14.900395999999999,11,-10.622407,1.4723702000000001e-05,-10.622392
0.0508234,15,-14.900414000000001,3.3835825e-05,-14.900379999999998,11,-10.622404,2.4350943999999998e-05,-10.62238
0.0712906,16,-14.90041,5.4738900000000005e-05,-14.900356,11,-10.622399,3.946486e-05,-10.62236
0.1,17,-14.900403,8.6900373e-05,-14.900316,11,-10.622391,6.2812367e-05,-10.622328
0.140271,18,-14.900391,0.00013621468,-14.900254,11,-10.622378,9.8750841e-05,-10.622278999999999
