,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-1.2396513,0.0,-1.2396513,11,-1.205042,9.1294589e-09,-1.205042
0.0006244,2,-1.2396717,2.0849856e-05,-1.2396508,11,-1.2050698,4.2194974e-05,-1.2050276000000002
0.0008759,3,-1.2396823000000001,2.5410017e-05,-1.2396569,11,-1.205085,4.919738e-05,-1.2050358
0.0012286,4,-1.2396966,3.3690953e-05,-1.2396629,11,-1.2051049999999999,6.0879697e-05,-1.2050442
0.0017234,5,-1.2397156999999999,4.6035238e-05,-1.2396696000000003,11,-1.2051313,7.7114719e-05,-1.2050542
0.0024174,6,-1.239741,6.3913175e-05,-1.2396770000000001,11,-1.2051656000000002,9.8329656e-05,-1.2050673
0.0033909,7,-1.2397743,8.957972599999999e-05,-1.2396847,11,-1.2052098999999998,0.00012617221000000003,-1.2050838
0.0047565,8,-1.2398181000000001,0.00012615946000000001,-1.2396919,11,-1.2052675,0.00016414759999999997,-1.2051033000000002
0.006672,9,-1.239875,0.0001777933,-1.2396973,11,-1.2053413,0.00021868147000000002,-1.2051226000000002
0.0093589,10,-1.2399486000000002,0.00024990497000000004,-1.2396987,11,-1.2054351,0.00029896015,-1.2051361
0.0131278,11,-1.2400425,0.00034956093000000003,-1.239693,11,-1.2055528,0.00041916295,-1.2051336000000001
0.0184145,12,-1.2401608,0.00048616549000000004,-1.2396746,11,-1.2056977,0.0006001949400000001,-1.2050975
0.0258302,13,-1.2403056000000001,0.00067264823,-1.239633,11,-1.2058704,0.00087114485,-1.2049992
0.0362323,14,-1.2404674999999998,0.0009267237699999999,-1.2395408,11,-1.206059,0.0012682546000000001,-1.2047908
0.0508234,15,-1.240631,0.0012557125,-1.2393753,11,-1.2062486000000001,0.0018098705999999999,-1.2044388000000001
0.0712906,16,-1.2408042,0.0016548335,-1.2391493,11,-1.2064464,0.0024719334,-1.2039744
0.1,17,-1.2409976999999999,0.0021489264,-1.2388488000000002,11,-1.2066608,0.0032138558,-1.203447
0.140271,18,-1.2412026000000003,0.0027899220000000002,-1.2384127,11,-1.2068803999999997,0.0040009433,-1.2028795
