,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-33.718068,0.0,-33.718068,11,-21.617219,-5.3756045e-08,-21.617219
0.0006244,2,-33.718068,5.5523660999999996e-08,-33.718068,11,-21.617219,-1.0985711999999999e-08,-21.617219
0.0008759,3,-33.718068,7.837491900000001e-08,-33.718068,11,-21.617219,6.0957321e-09,-21.617219
0.0012286,4,-33.718068,1.1185974999999999e-07,-33.718068,11,-21.617219,3.0769317e-08,-21.617219
0.0017234,5,-33.718068,1.6097185999999996e-07,-33.718068,11,-21.617219,6.734572900000001e-08,-21.617219
0.0024174,6,-33.718068,2.329761e-07,-33.718068,11,-21.617219,1.213026e-07,-21.617219
0.0033909,7,-33.718068,3.3853551000000003e-07,-33.718068,11,-21.617219,2.0067379000000002e-07,-21.617219
0.0047565,8,-33.718069,4.9326701e-07,-33.718068,11,-21.61722,3.1712990999999997e-07,-21.617219
0.006672,9,-33.718069,7.2003066e-07,-33.718069,11,-21.61722,4.877209e-07,-21.617219
0.0093589,10,-33.718070000000004,1.0523159e-06,-33.718069,11,-21.61722,7.372154599999999e-07,-21.61722
0.0131278,11,-33.718071,1.5391471000000002e-06,-33.718070000000004,11,-21.617221,1.1027723999999999e-06,-21.61722
0.0184145,12,-33.718073,2.2523095e-06,-33.718071,11,-21.617222,1.6404695000000001e-06,-21.61722
0.0258302,13,-33.718075,3.2968743999999996e-06,-33.718072,11,-21.617223000000003,2.429806e-06,-21.617221
0.0362323,14,-33.718078000000006,4.8268664e-06,-33.718073,11,-21.617225,3.5864512000000003e-06,-21.617222
0.0508234,15,-33.718083,7.0940525000000005e-06,-33.718076,11,-21.617228,5.2975623e-06,-21.617223000000003
0.0712906,16,-33.718090000000004,1.0934891e-05,-33.718078999999996,11,-21.617232,8.1822175e-06,-21.617224
0.1,17,-33.7181,1.8718995e-05,-33.718082,11,-21.617238,1.3962924e-05,-21.617224
0.140271,18,-33.718117,3.5274182999999995e-05,-33.718081,11,-21.617245999999998,2.6118842e-05,-21.61722
