,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-32.719328000000004,0.0,-32.719328000000004,11,-23.817227,1.2330441e-07,-23.817227
0.0006244,2,-32.719328000000004,6.9260789e-08,-32.719328000000004,11,-23.817227,1.7712058e-07,-23.817227
0.0008759,3,-32.719328000000004,9.9835207e-08,-32.719328000000004,11,-23.817227,2.05262e-07,-23.817227
0.0012286,4,-32.719328000000004,1.5136742000000002e-07,-32.719328000000004,11,-23.817227,2.5398319000000003e-07,-23.817227
0.0017234,5,-32.719328000000004,2.3826486e-07,-32.719328000000004,11,-23.817227,3.2874947e-07,-23.817227
0.0024174,6,-32.719328000000004,3.8442535e-07,-32.719328000000004,11,-23.817227,4.4518144e-07,-23.817227
0.0033909,7,-32.719328000000004,6.2973923e-07,-32.719328000000004,11,-23.817227,6.2825868e-07,-23.817227
0.0047565,8,-32.719328999999995,1.040506e-06,-32.719328000000004,11,-23.817227,9.310296700000001e-07,-23.817226
0.006672,9,-32.719328999999995,1.7265673e-06,-32.719327,11,-23.817227,1.4425512e-06,-23.817226
0.0093589,10,-32.719328999999995,2.8699485e-06,-32.719326,11,-23.817228,2.2987994e-06,-23.817225
0.0131278,11,-32.719328999999995,4.7713995e-06,-32.719325,11,-23.817228,3.7181700000000003e-06,-23.817224
0.0184145,12,-32.71933,7.9268933e-06,-32.719322,11,-23.817227,6.0587938e-06,-23.817221
0.0258302,13,-32.71933,1.3152503999999999e-05,-32.719317,11,-23.817227,9.910381199999999e-06,-23.817217000000003
0.0362323,14,-32.719328999999995,2.1782184000000003e-05,-32.719308000000005,11,-23.817226,1.6232161e-05,-23.81721
0.0508234,15,-32.719328000000004,3.5727676e-05,-32.719291999999996,11,-23.817223000000002,2.6400511000000003e-05,-23.817197
0.0712906,16,-32.719325,5.7476974e-05,-32.719268,11,-23.817219,4.2261653999999996e-05,-23.817176999999997
0.1,17,-32.71932,9.082984e-05,-32.719229,11,-23.817213,6.6642906e-05,-23.817145999999997
0.140271,18,-32.71931,0.000141834,-32.719167999999996,11,-23.817201,0.00010399642,-23.817097
