,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-24.263945,0.0,-24.263945,11,-23.796576,2.2141107e-09,-23.796576
0.0006244,2,-24.263965,6.690713099999999e-05,-24.263898,11,-23.796597,4.7654001e-05,-23.796549
0.0008759,3,-24.263973,9.345877e-05,-24.26388,11,-23.796605,6.6968701e-05,-23.796538
0.0012286,4,-24.263985,0.00013097209,-24.263854000000002,11,-23.796617,9.4584141e-05,-23.796523
0.0017234,5,-24.264,0.00018382256,-24.263816000000002,11,-23.796633,0.00013408622,-23.796499
0.0024174,6,-24.264020000000002,0.00025780936000000004,-24.263762,11,-23.796656,0.00019046099,-23.796464999999998
0.0033909,7,-24.264048000000003,0.0003606204,-24.263688000000002,11,-23.796685999999998,0.00027072688999999996,-23.796416
0.0047565,8,-24.264087,0.00050212318,-24.263585,11,-23.796729,0.00038456343999999996,-23.796344
0.006672,9,-24.26414,0.00069455582,-24.263446,11,-23.796788,0.0005452048200000001,-23.796242000000003
0.0093589,10,-24.264214000000003,0.00095242695,-24.263262,11,-23.796870000000002,0.00077020519,-23.796098999999998
0.0131278,11,-24.264317000000002,0.0012918305,-24.263025,11,-23.796984,0.0010823402999999999,-23.795901999999998
0.0184145,12,-24.264460999999997,0.0017290722,-24.262732,11,-23.797147,0.0015094316,-23.795638
0.0258302,13,-24.264668,0.0022785609,-24.262389000000002,11,-23.797383,0.002082197,-23.795301000000002
0.0362323,14,-24.264974,0.0029504203999999997,-24.262023000000003,11,-23.797731,0.0028297456,-23.794901
0.0508234,15,-24.265451000000002,0.0037506605,-24.2617,11,-23.798265,0.0037711971999999996,-23.794494
0.0712906,16,-24.266209,0.0047564942,-24.261453,11,-23.799087,0.0049739852,-23.794113
0.1,17,-24.267326999999998,0.006262129399999999,-24.261065,11,-23.800269,0.0066922131,-23.793577
0.140271,18,-24.268832,0.0086478911,-24.260184,11,-23.801835999999998,0.0092455004,-23.79259
0.19676,19,-24.270797,0.012179313999999998,-24.258617,11,-23.803847,0.012753631999999999,-23.791093
0.275997,20,-24.27327,0.017259956,-24.256010999999997,11,-23.806335,0.017392941000000002,-23.788942000000002
