,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-24.263945,0.0,-24.263945,11,-18.324011,2.2141107e-09,-18.324011
0.0006244,2,-24.263965,6.690713099999999e-05,-24.263898,11,-18.324032,4.7654001e-05,-18.323984
0.0008759,3,-24.263973,9.345877e-05,-24.26388,11,-18.32404,6.6968701e-05,-18.323973000000002
0.0012286,4,-24.263985,0.00013097209,-24.263854000000002,11,-18.324052,9.4584141e-05,-18.323957
0.0017234,5,-24.264,0.00018382256,-24.263816000000002,11,-18.324068,0.00013408622,-18.323934
0.0024174,6,-24.264020000000002,0.00025780936000000004,-24.263762,11,-18.324089999999998,0.00019046099,-18.3239
0.0033909,7,-24.264048000000003,0.0003606204,-24.263688000000002,11,-18.324120999999998,0.00027072688999999996,-18.32385
0.0047565,8,-24.264087,0.00050212318,-24.263585,11,-18.324164,0.00038456343999999996,-18.323779000000002
0.006672,9,-24.26414,0.00069455582,-24.263446,11,-18.324222,0.0005452048200000001,-18.323677
0.0093589,10,-24.264214000000003,0.00095242695,-24.263262,11,-18.324304,0.00077020519,-18.323534
0.0131278,11,-24.264317000000002,0.0012918305,-24.263025,11,-18.324419,0.0010823402999999999,-18.323337
0.0184145,12,-24.264460999999997,0.0017290722,-24.262732,11,-18.324582,0.0015094316,-18.323072
0.0258302,13,-24.264668,0.0022785609,-24.262389000000002,11,-18.324817000000003,0.002082197,-18.322735
0.0362323,14,-24.264974,0.0029504203999999997,-24.262023000000003,11,-18.325165,0.0028297456,-18.322335
0.0508234,15,-24.265451000000002,0.0037506605,-24.2617,11,-18.325699,0.0037711971999999996,-18.321927
0.0712906,16,-24.266209,0.0047564942,-24.261453,11,-18.326520000000002,0.0049739852,-18.321545999999998
0.1,17,-24.267326999999998,0.006262129399999999,-24.261065,11,-18.3277,0.0066922131,-18.321008
0.140271,18,-24.268832,0.0086478911,-24.260184,11,-18.329265,0.0092455004,-18.320019
0.19676,19,-24.270797,0.012179313999999998,-24.258617,11,-18.331270999999997,0.012753631999999999,-18.318518
0.275997,20,-24.27327,0.017259956,-24.256010999999997,11,-18.333751,0.017392941000000002,-18.316357999999997
