,,CRD,CRD,CRD,CLIRAD,CLIRAD,CLIRAD,CLIRAD
,,flug,fldg,fnetg,i,flug,fldg,fnetg
pressure,level,,,,,,,
0.0,1,-30.535477,0.0,-30.535477,11,-30.536834999999996,-5.3248139e-08,-30.536834999999996
0.0006244,2,-30.535478,5.437949099999999e-08,-30.535478,11,-30.536834999999996,-1.1349328999999999e-08,-30.536834999999996
0.0008759,3,-30.535478,7.668602000000001e-08,-30.535478,11,-30.536834999999996,5.3863529e-09,-30.536834999999996
0.0012286,4,-30.535478,1.0921221e-07,-30.535478,11,-30.536834999999996,2.9493638e-08,-30.536834999999996
0.0017234,5,-30.535478,1.5676448e-07,-30.535478,11,-30.536834999999996,6.5011718e-08,-30.536834999999996
0.0024174,6,-30.535478,2.2625988e-07,-30.535478,11,-30.536834999999996,1.172648e-07,-30.536834999999996
0.0033909,7,-30.535478,3.2781896e-07,-30.535478,11,-30.536834999999996,1.9387504999999998e-07,-30.536834999999996
0.0047565,8,-30.535479,4.7621961999999996e-07,-30.535478,11,-30.536835999999997,3.0597147999999995e-07,-30.536834999999996
0.006672,9,-30.535479,6.930237e-07,-30.535479,11,-30.536835999999997,4.6970529e-07,-30.536835999999997
0.0093589,10,-30.53548,1.00973e-06,-30.535479,11,-30.536837,7.0853165e-07,-30.536835999999997
0.0131278,11,-30.535481,1.4723066e-06,-30.53548,11,-30.536838,1.0574523e-06,-30.536835999999997
0.0184145,12,-30.535483000000003,2.1478578e-06,-30.535481,11,-30.536839,1.5689163e-06,-30.536837
0.0258302,13,-30.535484999999998,3.1343141e-06,-30.535482000000002,11,-30.53684,2.3166379e-06,-30.536838
0.0362323,14,-30.535488,4.5746239e-06,-30.535484000000004,11,-30.536843,3.4081763000000003e-06,-30.536839
0.0508234,15,-30.535493,6.682764599999999e-06,-30.535486,11,-30.536846,5.0013232e-06,-30.536841
0.0712906,16,-30.5355,1.0025448e-05,-30.535490000000003,11,-30.536851000000002,7.5171757e-06,-30.536844
0.1,17,-30.53551,1.6514261e-05,-30.535494,11,-30.536859000000003,1.2364252e-05,-30.536846
0.140271,18,-30.535527000000002,3.0709909e-05,-30.535496000000002,11,-30.536871,2.2876758e-05,-30.536848
